,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1 cross-domain,Recall cross-domain,Precision cross-domain
24437,ChEMBL,assays_both_0_50_ac4_av,View-Unionable,56,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['assay_id', 'curated_by', 'assay_organism', 'variant_id', 'assay_strain', 'doc_id', 'assay_category', 'assay_test_type', 'assay_subcellular_fraction', 'tid', 'assay_type', 'description', 'assay_tax_id', 'assay_tissue', 'assay_cell_type', 'relationship_type', 'confidence_score']","['assays_ASSI', 'assays_CHEI', 'assays_DI', 'assays_TII', 'assays_ASORGA', 'assays_T', 'assays_BAFO', 'assays_AST', 'assays_CURB', 'assays_ASSTTY', 'assays_CI', 'assays_SRI', 'assays_ASSUBCELFRA', 'assays_ASSSTR']",0.0,0.0,0.0
24447,ChEMBL,assays_both_0_1_ac2_ev,View-Unionable,56,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['CHEI', 'ASI', 'TII', 'Ti', 'BFOR', 'CONSCO', 'RELATIT', 'CURAB', 'CI', 'SI']",0.0,0.0,0.0
24471,ChEMBL,assays_both_0_30_ac5_av,View-Unionable,56,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_strain', 'variant_id', 'assay_tissue', 'tid', 'src_assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_cell_type']","['assays_ss_d', 'assays_chmbl_d', 'assays_ss_tss', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_cll_d', 'assays_ss_sbclllr_frctn', 'assays_ss_strn', 'assays_src_d']",0.0,0.0,0.0
24474,ChEMBL,assays_both_0_70_ac5_ev,View-Unionable,56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'assay_cell_type', 'assay_tissue', 'assay_organism', 'src_assay_id', 'assay_type', 'assay_subcellular_fraction', 'cell_id', 'relationship_type', 'doc_id', 'bao_format', 'chembl_id', 'tid', 'assay_category', 'curated_by', 'description', 'assay_test_type', 'assay_tax_id']","['assays_ss_d', 'assays_chmbl_d', 'assays_dc_d', 'assays_ss_tss', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_ss_tp', 'assays_cnfdnc_scr', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_src_d', 'assays_ss_sbclllr_frctn', 'assays_ss_strn']",0.35294117647058826,0.21428571428571427,1.0
24483,ChEMBL,assays_both_0_70_ac5_av,View-Unionable,56,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_id', 'assay_cell_type', 'confidence_score', 'assay_organism', 'assay_test_type', 'assay_category', 'assay_tax_id', 'tissue_id', 'cell_id', 'description', 'assay_tissue', 'variant_id', 'src_assay_id', 'assay_subcellular_fraction', 'bao_format', 'doc_id', 'assay_type', 'assay_strain']","['assays_ss_d', 'assays_chmbl_d', 'assays_dscrptn', 'assays_tss_d', 'assays_ss_tss', 'assays_ss_tx_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_ss_tst_tp', 'assays_cll_d', 'assays_ss_cll_tp', 'assays_src_d', 'assays_ss_sbclllr_frctn']",0.13333333333333333,0.07692307692307693,0.5
24495,ChEMBL,assays_both_0_50_ec_av,View-Unionable,56,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","['assay_id', 'assay_tax_id', 'assay_test_type', 'relationship_type', 'assay_category', 'doc_id', 'assay_strain', 'tid', 'assay_type', 'assay_organism', 'assay_cell_type', 'description', 'assay_tissue', 'assay_subcellular_fraction', 'confidence_score', 'curated_by', 'src_id']","['assay_id', 'chembl_id', 'doc_id', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'assay_test_type', 'assay_cell_type', 'cell_id', 'assay_strain']",0.9,0.9,0.9
24517,ChEMBL,assays_both_0_50_ac2_ev,View-Unionable,56,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tissue', 'tissue_id', 'description', 'tid', 'assay_organism', 'doc_id', 'bao_format', 'assay_strain', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_cell_type', 'relationship_type']","['CHEI', 'ASSI', 'Desc', 'DI', 'ASTI', 'TISI', 'ASORG', 'Ti', 'BAFO', 'CONFISC', 'CUB', 'CI', 'SI', 'ASSST', 'ASSUBCELFRAC']",0.0,0.0,0.0
24531,ChEMBL,assays_both_0_50_ac1_av,View-Unionable,56,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","['assay_id', 'src_id', 'relationship_type', 'assay_test_type', 'assay_tax_id', 'src_assay_id', 'curated_by', 'chembl_id', 'doc_id', 'assay_organism', 'variant_id', 'description', 'assay_type', 'assay_category', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_assay_id', 'assays_chembl_id', 'assays_doc_id', 'assays_tissue_id', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_assay_test_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id', 'assays_assay_subcellular_fraction']",0.7272727272727273,0.8888888888888888,0.6153846153846154
24532,ChEMBL,assays_both_0_30_ac2_ev,View-Unionable,56,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]","['assay_id', 'src_id', 'assay_tax_id', 'assay_cell_type', 'relationship_type', 'curated_by', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_strain', 'assay_tissue']","['CHI', 'ASSI', 'TII', 'ASSTI', 'T', 'BAFOR', 'CONFISC', 'RELAT', 'CI', 'CUB', 'ASCT', 'SI', 'ASSUBCELFR']",0.0,0.0,0.0
24536,ChEMBL,assays_both_0_1_ac1_ev,View-Unionable,56,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_assay_id', 'assays_chembl_id', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id']",0.6666666666666666,1.0,0.5
24542,ChEMBL,assays_both_0_50_ac4_ev,View-Unionable,56,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_assay_id', 'description', 'assay_category', 'bao_format', 'chembl_id', 'doc_id', 'assay_tax_id', 'curated_by', 'src_id', 'cell_id', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_ASI', 'assays_CHEI', 'assays_Descri', 'assays_DOI', 'assays_TISI', 'assays_ASSTI', 'assays_Ti', 'assays_BAFO', 'assays_CONFSCO', 'assays_RELATY', 'assays_CURB', 'assays_CI', 'assays_SRI', 'assays_ASSUBCEFR']",0.0,0.0,0.0
24547,ChEMBL,assays_both_0_1_ec_ev,View-Unionable,56,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chembl_id', 'assay_id', 'tissue_id', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'cell_id', 'src_id']",0.3333333333333333,1.0,0.2
24550,ChEMBL,assays_both_0_70_ac2_av,View-Unionable,56,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","['assay_id', 'assay_strain', 'doc_id', 'src_assay_id', 'assay_subcellular_fraction', 'chembl_id', 'assay_category', 'relationship_type', 'curated_by', 'src_id', 'assay_cell_type', 'tid', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'cell_id', 'description', 'assay_type', 'assay_test_type']","['ASI', 'CHEI', 'DOI', 'ASTI', 'TII', 'ASSTAI', 'ASORGA', 'T', 'BFO', 'RELATT', 'CONFSCO', 'CUB', 'CI', 'ASSCET', 'ASSSUBFRA', 'ASSSTR', 'SI']",0.13333333333333333,0.07142857142857142,1.0
24555,ChEMBL,assays_both_0_30_ac1_ev,View-Unionable,56,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_tissue', 'curated_by', 'description', 'src_id', 'variant_id', 'doc_id', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_cell_type']","['assays_assay_id', 'assays_chembl_id', 'assays_description', 'assays_tissue_id', 'assays_assay_tissue', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_cell_id', 'assays_assay_subcellular_fraction', 'assays_src_id']",0.75,0.6,1.0
24557,ChEMBL,assays_both_0_50_ac1_ev,View-Unionable,56,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'chembl_id', 'curated_by', 'assay_tissue', 'description', 'assay_category', 'relationship_type', 'assay_tax_id', 'doc_id', 'tid', 'assay_type', 'assay_test_type', 'assay_strain', 'assay_cell_type', 'assay_subcellular_fraction', 'confidence_score']","['assays_assay_id', 'assays_chembl_id', 'assays_description', 'assays_doc_id', 'assays_tissue_id', 'assays_assay_tissue', 'assays_assay_tax_id', 'assays_assay_organism', 'assays_tid', 'assays_bao_format', 'assays_curated_by', 'assays_relationship_type', 'assays_cell_id', 'assays_src_id']",0.18181818181818182,0.1,1.0
24568,ChEMBL,assays_both_0_30_ac4_ev,View-Unionable,56,"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'confidence_score', 'variant_id', 'tissue_id', 'relationship_type', 'curated_by', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain']","['assays_ASSI', 'assays_CHEI', 'assays_ASSTIS', 'assays_TISI', 'assays_Ti', 'assays_BFO', 'assays_RELATIT', 'assays_CONSC', 'assays_CURAB', 'assays_ASSCET', 'assays_CEI', 'assays_ASSSUBCELFR', 'assays_SI']",0.0,0.0,0.0
24571,ChEMBL,assays_both_0_30_ac3_av,View-Unionable,56,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_category', 'assay_cell_type', 'src_assay_id', 'curated_by', 'cell_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue']","['ss_d', 'chmbl_d', 'tss_d', 'td', 'b_frmt', 'rltnshp_tp', 'cnfdnc_scr', 'crtd_b', 'cll_d', 'ss_cll_tp', 'ss_sbclllr_frctn', 'src_d']",0.0,0.0,0.0
24573,ChEMBL,assays_both_0_50_ac5_ev,View-Unionable,56,"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'confidence_score', 'variant_id', 'assay_category', 'tissue_id', 'assay_subcellular_fraction', 'assay_test_type', 'assay_organism', 'src_assay_id', 'src_id', 'relationship_type', 'doc_id', 'description', 'assay_type', 'assay_tax_id', 'assay_strain', 'assay_tissue']","['assays_ss_d', 'assays_chmbl_d', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_ss_tst_tp', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_src_d', 'assays_ss_sbclllr_frctn']",0.0,0.0,0.0
24580,ChEMBL,assays_both_0_50_ac3_ev,View-Unionable,56,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'tid', 'chembl_id', 'variant_id', 'src_id', 'bao_format', 'assay_type', 'assay_tax_id', 'relationship_type', 'curated_by', 'doc_id', 'description', 'assay_test_type', 'assay_category', 'assay_strain', 'assay_tissue']","['ss_d', 'chmbl_d', 'tss_d', 'ss_rgnsm', 'ss_tx_d', 'td', 'b_frmt', 'rltnshp_tp', 'ss_tp', 'cnfdnc_scr', 'crtd_b', 'cll_d', 'ss_cll_tp', 'ss_sbclllr_frctn', 'src_d']",0.3333333333333333,0.2,1.0
24608,ChEMBL,assays_both_0_1_ac2_av,View-Unionable,56,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ASI', 'CHEI', 'TII', 'T', 'BAFOR', 'CONFSC', 'RELT', 'CUB', 'CI', 'SRI']",0.0,0.0,0.0
24613,ChEMBL,assays_both_0_70_ac2_ev,View-Unionable,56,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'tid', 'assay_category', 'assay_tissue', 'src_id', 'assay_type', 'tissue_id', 'variant_id', 'cell_id', 'chembl_id', 'assay_tax_id', 'src_assay_id', 'doc_id', 'assay_strain', 'assay_cell_type', 'description', 'assay_test_type', 'assay_subcellular_fraction']","['CHI', 'ASI', 'DOI', 'ASSTI', 'TII', 'ASTI', 'ASOR', 'Ti', 'BAFOR', 'ASSTY', 'CONFISCO', 'RELATTY', 'CURAB', 'ASSCTY', 'CI', 'ASST', 'SI']",0.25,0.15384615384615385,0.6666666666666666
24618,ChEMBL,assays_both_0_30_ac2_av,View-Unionable,56,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['assay_id', 'assay_test_type', 'chembl_id', 'assay_strain', 'assay_cell_type', 'doc_id', 'description', 'assay_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'assay_subcellular_fraction', 'tid']","['CHEI', 'ASSI', 'DOI', 'TII', 'BFO', 'RELATT', 'CONFSCO', 'ASTETY', 'CUB', 'CI', 'ASCETY', 'SI', 'ASSTR']",0.18181818181818182,0.16666666666666666,0.2
24630,ChEMBL,assays_both_0_50_ac2_av,View-Unionable,56,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","['assay_id', 'bao_format', 'doc_id', 'cell_id', 'chembl_id', 'assay_type', 'tissue_id', 'assay_tax_id', 'assay_cell_type', 'assay_tissue', 'src_assay_id', 'description', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_strain', 'assay_subcellular_fraction']","['ASI', 'CHEI', 'DI', 'ASTIS', 'TISI', 'ASTI', 'Ti', 'BFO', 'CONFISC', 'ASSTY', 'RELATY', 'CURAB', 'ASCT', 'CEI', 'SRI']",0.3076923076923077,0.2,0.6666666666666666
24649,ChEMBL,assays_both_0_1_ac3_av,View-Unionable,56,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chmbl_d', 'ss_d', 'tss_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'cll_d', 'src_d']",0.0,0.0,0.0
24671,ChEMBL,assays_both_0_30_ac5_ev,View-Unionable,56,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'curated_by', 'assay_type', 'assay_strain', 'src_id', 'relationship_type', 'doc_id', 'description', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'assay_cell_type']","['assays_chmbl_d', 'assays_ss_d', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_ss_tp', 'assays_crtd_b', 'assays_cll_d', 'assays_ss_sbclllr_frctn', 'assays_src_d', 'assays_ss_strn']",0.0,0.0,0.0
24676,ChEMBL,assays_both_0_30_ec_ev,View-Unionable,56,"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1]","['assay_id', 'assay_subcellular_fraction', 'assay_organism', 'description', 'relationship_type', 'assay_type', 'doc_id', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'tid']","['assay_id', 'chembl_id', 'description', 'tissue_id', 'assay_organism', 'bao_format', 'confidence_score', 'relationship_type', 'assay_type', 'curated_by', 'cell_id', 'src_id', 'assay_subcellular_fraction']",0.9090909090909091,0.8333333333333334,1.0
24677,ChEMBL,assays_both_0_70_ac4_av,View-Unionable,56,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'assay_type', 'assay_cell_type', 'curated_by', 'chembl_id', 'assay_test_type', 'tissue_id', 'tid', 'src_assay_id', 'src_id', 'variant_id', 'relationship_type', 'description', 'assay_organism', 'assay_subcellular_fraction', 'assay_category', 'assay_tax_id', 'assay_strain']","['assays_ASI', 'assays_CHEI', 'assays_Descri', 'assays_DOI', 'assays_ASTI', 'assays_TII', 'assays_ASSOR', 'assays_Ti', 'assays_BFOR', 'assays_CONFSC', 'assays_RELATTY', 'assays_ASST', 'assays_CURAB', 'assays_ASTTY', 'assays_ASSCT', 'assays_CEI', 'assays_ASSSUBFRA', 'assays_SRI']",0.2222222222222222,0.14285714285714285,0.5
24681,ChEMBL,assays_both_0_30_ec_av,View-Unionable,56,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1]","['assay_id', 'assay_strain', 'assay_test_type', 'curated_by', 'assay_subcellular_fraction', 'chembl_id', 'doc_id', 'description', 'assay_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'assay_cell_type']","['assay_id', 'chembl_id', 'tissue_id', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'assay_test_type', 'curated_by', 'cell_id', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",0.9230769230769231,1.0,0.8571428571428571
24687,ChEMBL,assays_both_0_70_ac3_ev,View-Unionable,56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'bao_format', 'tissue_id', 'variant_id', 'confidence_score', 'assay_tissue', 'chembl_id', 'assay_category', 'curated_by', 'assay_test_type', 'doc_id', 'src_assay_id', 'relationship_type', 'tid', 'src_id', 'description', 'assay_type', 'assay_tax_id']","['chmbl_d', 'ss_d', 'dc_d', 'ss_tss', 'tss_d', 'ss_rgnsm', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'ss_tst_tp', 'ss_cll_tp', 'cll_d', 'ss_sbclllr_frctn', 'src_d', 'ss_strn']",0.35294117647058826,0.23076923076923078,0.75
24688,ChEMBL,assays_both_0_1_ac5_av,View-Unionable,56,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_ss_d', 'assays_chmbl_d', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_crtd_b', 'assays_cll_d', 'assays_src_d']",0.0,0.0,0.0
24689,ChEMBL,assays_both_0_1_ac1_av,View-Unionable,56,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_assay_id', 'assays_chembl_id', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id']",0.0,0.0,0.0
24710,ChEMBL,assays_both_0_30_ac4_av,View-Unionable,56,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'variant_id', 'src_id', 'assay_cell_type', 'bao_format', 'tissue_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain']","['assays_ASI', 'assays_CHEI', 'assays_TII', 'assays_ASSTIS', 'assays_T', 'assays_BFO', 'assays_CONFISC', 'assays_RELT', 'assays_CURAB', 'assays_CI', 'assays_ASSCTY', 'assays_ASSUBFR', 'assays_SRI']",0.6666666666666666,0.8,0.5714285714285714
24729,ChEMBL,assays_both_0_70_ac1_ev,View-Unionable,56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]","['assay_id', 'assay_organism', 'tissue_id', 'chembl_id', 'description', 'assay_test_type', 'doc_id', 'assay_tissue', 'tid', 'variant_id', 'assay_category', 'bao_format', 'src_assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tax_id', 'assay_type', 'assay_strain', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_tissue_id', 'assays_assay_tissue', 'assays_assay_tax_id', 'assays_assay_organism', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_assay_test_type', 'assays_cell_id', 'assays_assay_subcellular_fraction', 'assays_src_id']",0.7407407407407407,0.7692307692307693,0.7142857142857143
24731,ChEMBL,assays_both_0_30_ac3_ev,View-Unionable,56,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'assay_test_type', 'assay_type', 'tissue_id', 'assay_tax_id', 'doc_id', 'description', 'assay_category', 'assay_organism', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'tid']","['ss_d', 'chmbl_d', 'tss_d', 'ss_tx_d', 'b_frmt', 'rltnshp_tp', 'ss_tp', 'cnfdnc_scr', 'ss_tst_tp', 'crtd_b', 'cll_d', 'ss_sbclllr_frctn', 'src_d']",0.25,0.16666666666666666,0.5
24739,ChEMBL,assays_both_0_70_ec_av,View-Unionable,56,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['assay_id', 'chembl_id', 'assay_tissue', 'tid', 'assay_category', 'description', 'relationship_type', 'assay_tax_id', 'assay_cell_type', 'curated_by', 'assay_strain', 'confidence_score', 'src_assay_id', 'assay_type', 'assay_organism', 'cell_id', 'doc_id', 'assay_test_type', 'assay_subcellular_fraction']","['assay_id', 'chembl_id', 'description', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'assay_type', 'confidence_score', 'relationship_type', 'curated_by', 'cell_id', 'assay_cell_type', 'assay_strain', 'src_id']",0.9629629629629629,0.9285714285714286,1.0
24749,ChEMBL,assays_both_0_50_ec_av,View-Unionable,57,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['assay_id', 'assay_tax_id', 'assay_test_type', 'relationship_type', 'assay_category', 'doc_id', 'assay_strain', 'tid', 'assay_type', 'assay_organism', 'assay_cell_type', 'description', 'assay_tissue', 'assay_subcellular_fraction', 'confidence_score', 'curated_by', 'src_id']","['chembl_id', 'assay_id', 'doc_id', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_strain']",0.9523809523809523,1.0,0.9090909090909091
